biological_process_id,biological_process_name,associated_gene_wb_ids,count,splits
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific","WBGene00000095,WBGene00000222,WBGene00000223,WBGene00000429,WBGene00000430,WBGene00000431,WBGene00000432,WBGene00000433,WBGene00000434,WBGene00000435,WBGene00000438,WBGene00000439,WBGene00000440,WBGene00000441,WBGene00000444,WBGene00000445,WBGene00000446,WBGene00000447,WBGene00000448,WBGene00000449,WBGene00000450,WBGene00000451,WBGene00000452,WBGene00000453,WBGene00000454,WBGene00000455,WBGene00000457,WBGene00000458,WBGene00000459,WBGene00000460,WBGene00000463,WBGene00000464,WBGene00000468,WBGene00000469,WBGene00000521,WBGene00000561,WBGene00000584,WBGene00000793,WBGene00000895,WBGene00000899,WBGene00000901,WBGene00000904,WBGene00000910,WBGene00000912,WBGene00000914,WBGene00000938,WBGene00001061,WBGene00001096,WBGene00001161,WBGene00001162,WBGene00001174,WBGene00001182,WBGene00001186,WBGene00001204,WBGene00001208,WBGene00001210,WBGene00001249,WBGene00001250,WBGene00001251,WBGene00001253,WBGene00001310,WBGene00001311,WBGene00001324,WBGene00001345,WBGene00001400,WBGene00001434,WBGene00001435,WBGene00001436,WBGene00001438,WBGene00001439,WBGene00001440,WBGene00001441,WBGene00001442,WBGene00001560,WBGene00001821,WBGene00001824,WBGene00001851,WBGene00001948,WBGene00001949,WBGene00001950,WBGene00001951,WBGene00001952,WBGene00001953,WBGene00001954,WBGene00001955,WBGene00001956,WBGene00001957,WBGene00001958,WBGene00001959,WBGene00001960,WBGene00001961,WBGene00001962,WBGene00001964,WBGene00001965,WBGene00001966,WBGene00001967,WBGene00001968,WBGene00001981,WBGene00002245,WBGene00002601,WBGene00002783,WBGene00002987,WBGene00002988,WBGene00002989,WBGene00002990,WBGene00003000,WBGene00003008,WBGene00003017,WBGene00003018,WBGene00003024,WBGene00003033,WBGene00003100,WBGene00003102,WBGene00003106,WBGene00003163,WBGene00003167,WBGene00003180,WBGene00003181,WBGene00003182,WBGene00003376,WBGene00003377,WBGene00003378,WBGene00003480,WBGene00003510,WBGene00003592,WBGene00003595,WBGene00003605,WBGene00003845,WBGene00003912,WBGene00003937,WBGene00003938,WBGene00003939,WBGene00003976,WBGene00004013,WBGene00004024,WBGene00004046,WBGene00004077,WBGene00004334,WBGene00004335,WBGene00004393,WBGene00004735,WBGene00004745,WBGene00004750,WBGene00004773,WBGene00004804,WBGene00004856,WBGene00004857,WBGene00004858,WBGene00004862,WBGene00005009,WBGene00006380,WBGene00006462,WBGene00006492,WBGene00006543,WBGene00006544,WBGene00006545,WBGene00006546,WBGene00006547,WBGene00006549,WBGene00006550,WBGene00006551,WBGene00006552,WBGene00006553,WBGene00006554,WBGene00006555,WBGene00006556,WBGene00006557,WBGene00006558,WBGene00006559,WBGene00006560,WBGene00006604,WBGene00006652,WBGene00006654,WBGene00006743,WBGene00006744,WBGene00006766,WBGene00006775,WBGene00006778,WBGene00006818,WBGene00006827,WBGene00006844,WBGene00006853,WBGene00006870,WBGene00006873,WBGene00006881,WBGene00006959,WBGene00006970,WBGene00007048,WBGene00007058,WBGene00007772,WBGene00007776,WBGene00007907,WBGene00007929,WBGene00007932,WBGene00007984,WBGene00008195,WBGene00008386,WBGene00008640,WBGene00008976,WBGene00009540,WBGene00009553,WBGene00009834,WBGene00009899,WBGene00009998,WBGene00010251,WBGene00010401,WBGene00010936,WBGene00011066,WBGene00011130,WBGene00011257,WBGene00011505,WBGene00011583,WBGene00011614,WBGene00011639,WBGene00011738,WBGene00011926,WBGene00012005,WBGene00012405,WBGene00012578,WBGene00012584,WBGene00012735,WBGene00013111,WBGene00013147,WBGene00013438,WBGene00013583,WBGene00013665,WBGene00013734,WBGene00013876,WBGene00013878,WBGene00015451,WBGene00015651,WBGene00015934,WBGene00015981,WBGene00016029,WBGene00016154,WBGene00016162,WBGene00016189,WBGene00016427,WBGene00016562,WBGene00016600,WBGene00016754,WBGene00016798,WBGene00016865,WBGene00016948,WBGene00016997,WBGene00017326,WBGene00017535,WBGene00017538,WBGene00017598,WBGene00017601,WBGene00017687,WBGene00017755,WBGene00018022,WBGene00018099,WBGene00018591,WBGene00018833,WBGene00018959,WBGene00018990,WBGene00019299,WBGene00019327,WBGene00019521,WBGene00019751,WBGene00020368,WBGene00020485,WBGene00020708,WBGene00020930,WBGene00020961,WBGene00021082,WBGene00021132,WBGene00021552,WBGene00021834,WBGene00022060,WBGene00022518,WBGene00022554,WBGene00022837,WBGene00022861,WBGene00043056,WBGene00043705,WBGene00044032,WBGene00044068,WBGene00044330,WBGene00044651,WBGene00044798,WBGene00077521,WBGene00304788",285,none
GO:0000995,RNA polymerase III general transcription initiation factor activity,"WBGene00000271,WBGene00006542",2,none
GO:0001111,RNA polymerase II promoter clearance,WBGene00011743,1,none
GO:0001147,transcription termination site sequence-specific DNA binding,"WBGene00007329,WBGene00008099,WBGene00014965,WBGene00016566",4,none
GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,"WBGene00013002,WBGene00017758",2,none
GO:0001172,RNA-templated transcription,"WBGene00001214,WBGene00004508,WBGene00004509,WBGene00004510,WBGene00018316",5,none
GO:0001174,transcriptional start site selection at RNA polymerase II promoter,WBGene00006648,1,none
GO:0001181,RNA polymerase I general transcription initiation factor activity,WBGene00007980,1,none
GO:0001188,RNA polymerase I preinitiation complex assembly,"WBGene00013002,WBGene00017749,WBGene00017758",3,none
GO:0001193,maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II,WBGene00022400,1,none
GO:0001217,DNA-binding transcription repressor activity,"WBGene00006543,WBGene00011614,WBGene00017742,WBGene00021132,WBGene00043056",5,none
GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific","WBGene00001210,WBGene00003656,WBGene00003909,WBGene00011661,WBGene00012578,WBGene00016383,WBGene00016905",7,none
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific","WBGene00000221,WBGene00000435,WBGene00000438,WBGene00000440,WBGene00000483,WBGene00000793,WBGene00000912,WBGene00001207,WBGene00001310,WBGene00001707,WBGene00001820,WBGene00002245,WBGene00003015,WBGene00003854,WBGene00004077,WBGene00004393,WBGene00004771,WBGene00004949,WBGene00004950,WBGene00006654,WBGene00006796,WBGene00006818,WBGene00007732,WBGene00009202,WBGene00009203,WBGene00009448,WBGene00012330,WBGene00013383,WBGene00013878,WBGene00015716,WBGene00017742,WBGene00019424,WBGene00021132,WBGene00021846,WBGene00022831,WBGene00022861,WBGene00044386,WBGene00077761",38,none
GO:0001504,neurotransmitter uptake,WBGene00004905,1,none
GO:0001507,acetylcholine catabolic process in synaptic cleft,"WBGene00000035,WBGene00000036,WBGene00000037",3,none
GO:0001508,action potential,"WBGene00000233,WBGene00001133,WBGene00001137,WBGene00001202,WBGene00001374,WBGene00001452,WBGene00001519,WBGene00002233,WBGene00002234,WBGene00002235,WBGene00002242,WBGene00004793,WBGene00007862,WBGene00008819,WBGene00012967,WBGene00014261,WBGene00018402,WBGene00021948,WBGene00022240",19,none
GO:0001510,RNA methylation,"WBGene00009735,WBGene00011631,WBGene00013151,WBGene00015349,WBGene00021073,WBGene00021476,WBGene00021686",7,none
GO:0001514,selenocysteine incorporation,"WBGene00008133,WBGene00008379",2,none
GO:0001516,prostaglandin biosynthetic process,WBGene00011239,1,none
GO:0001522,pseudouridine synthesis,"WBGene00004248,WBGene00006473,WBGene00007101,WBGene00007708,WBGene00009132,WBGene00010478,WBGene00012998,WBGene00013967,WBGene00019498,WBGene00020765,WBGene00021544,WBGene00022046,WBGene00022250",13,none
GO:0001555,oocyte growth,"WBGene00000071,WBGene00001303,WBGene00001401,WBGene00001609,WBGene00001745,WBGene00002245,WBGene00003864,WBGene00003865,WBGene00004271",9,none
GO:0001556,oocyte maturation,"WBGene00000071,WBGene00000405,WBGene00000441,WBGene00000865,WBGene00000866,WBGene00000867,WBGene00000868,WBGene00002059,WBGene00002136,WBGene00002144,WBGene00002173,WBGene00003401,WBGene00003434,WBGene00003464,WBGene00003864,WBGene00003865,WBGene00006868,WBGene00006940",18,none
GO:0001558,regulation of cell growth,"WBGene00006565,WBGene00022402",2,none
GO:0001561,fatty acid alpha-oxidation,"WBGene00007143,WBGene00013999,WBGene00014000,WBGene00020831,WBGene00044362",5,none
GO:0001578,microtubule bundle formation,"WBGene00016045,WBGene00016321",2,none
GO:0001588,"dopamine neurotransmitter receptor activity, coupled via Gs",WBGene00001052,1,none
GO:0001591,"dopamine neurotransmitter receptor activity, coupled via Gi/Go","WBGene00001053,WBGene00020506",2,none
GO:0001640,adenylate cyclase inhibiting G protein-coupled glutamate receptor activity,"WBGene00003233,WBGene00018073,WBGene00021152",3,none
GO:0001641,group II metabotropic glutamate receptor activity,"WBGene00003232,WBGene00016242",2,none
GO:0001654,eye development,WBGene00006796,1,none
GO:0001661,conditioned taste aversion,"WBGene00003069,WBGene00003070",2,none
GO:0001666,response to hypoxia,"WBGene00000467,WBGene00001178,WBGene00001399,WBGene00001851,WBGene00002147,WBGene00003647,WBGene00004096,WBGene00006768,WBGene00006921,WBGene00006922,WBGene00007389,WBGene00007653,WBGene00007741,WBGene00008752,WBGene00010146,WBGene00011287,WBGene00011913,WBGene00012178,WBGene00012324,WBGene00012461,WBGene00013591,WBGene00015964,WBGene00015969,WBGene00016024,WBGene00016184,WBGene00018486,WBGene00020279,WBGene00021980,WBGene00077763",29,none
GO:0001676,long-chain fatty acid metabolic process,"WBGene00004735,WBGene00009218,WBGene00011173,WBGene00016716,WBGene00017012,WBGene00018152,WBGene00018334,WBGene00019920",8,none
GO:0001678,intracellular glucose homeostasis,"WBGene00008780,WBGene00010416,WBGene00022306",3,none
GO:0001680,tRNA 3'-terminal CCA addition,WBGene00010089,1,none
GO:0001682,tRNA 5'-leader removal,"WBGene00007603,WBGene00013422,WBGene00014020,WBGene00015486,WBGene00302968",5,none
GO:0001704,formation of primary germ layer,"WBGene00003228,WBGene00004027",2,none
GO:0001708,cell fate specification,"WBGene00000075,WBGene00000095,WBGene00000156,WBGene00000238,WBGene00000445,WBGene00000476,WBGene00000504,WBGene00000857,WBGene00000995,WBGene00001102,WBGene00001103,WBGene00001104,WBGene00001105,WBGene00001107,WBGene00001108,WBGene00001109,WBGene00001174,WBGene00001182,WBGene00001186,WBGene00001194,WBGene00001204,WBGene00001324,WBGene00001325,WBGene00001345,WBGene00001481,WBGene00001483,WBGene00001609,WBGene00001949,WBGene00001972,WBGene00002239,WBGene00002245,WBGene00002246,WBGene00002987,WBGene00003000,WBGene00003001,WBGene00003011,WBGene00003014,WBGene00003015,WBGene00003030,WBGene00003034,WBGene00003036,WBGene00003087,WBGene00003106,WBGene00003219,WBGene00003228,WBGene00003229,WBGene00003376,WBGene00003891,WBGene00003920,WBGene00004077,WBGene00004078,WBGene00004117,WBGene00004312,WBGene00004750,WBGene00004769,WBGene00004804,WBGene00006324,WBGene00006543,WBGene00006544,WBGene00006545,WBGene00006546,WBGene00006547,WBGene00006549,WBGene00006550,WBGene00006551,WBGene00006552,WBGene00006553,WBGene00006554,WBGene00006555,WBGene00006556,WBGene00006557,WBGene00006558,WBGene00006559,WBGene00006560,WBGene00006575,WBGene00006743,WBGene00006744,WBGene00006790,WBGene00006873,WBGene00007029,WBGene00017046,WBGene00017895,WBGene00020287,WBGene00021513,WBGene00021525,WBGene00022473,WBGene00044791,WBGene00044798,WBGene00045419",89,none
GO:0001709,cell fate determination,"WBGene00000482,WBGene00001820,WBGene00001821,WBGene00002245,WBGene00003241,WBGene00004027,WBGene00004077",7,none
GO:0001711,endodermal cell fate commitment,WBGene00006379,1,none
GO:0001712,ectodermal cell fate commitment,WBGene00003912,1,none
GO:0001714,endodermal cell fate specification,"WBGene00000156,WBGene00001102,WBGene00001310,WBGene00001311,WBGene00003048,WBGene00003180,WBGene00003181,WBGene00003241,WBGene00003246,WBGene00003394,WBGene00003395,WBGene00003396,WBGene00003397,WBGene00004804,WBGene00005077,WBGene00006524,WBGene00006943",17,none
GO:0001715,ectodermal cell fate specification,WBGene00003040,1,none
GO:0001717,conversion of seryl-tRNAsec to selenocys-tRNAsec,WBGene00008379,1,none
GO:0001731,formation of translation preinitiation complex,"WBGene00010560,WBGene00011730,WBGene00012932,WBGene00015703,WBGene00016113,WBGene00021466",6,none
GO:0001732,formation of cytoplasmic translation initiation complex,"WBGene00001209,WBGene00001225,WBGene00001226,WBGene00001227,WBGene00001228,WBGene00001229,WBGene00001230,WBGene00001231,WBGene00001232,WBGene00001233,WBGene00015920,WBGene00016496,WBGene00019543",13,none
GO:0001736,establishment of planar polarity,WBGene00015171,1,none
GO:0001738,morphogenesis of a polarized epithelium,WBGene00017644,1,none
GO:0001764,neuron migration,"WBGene00000289,WBGene00000424,WBGene00000435,WBGene00000478,WBGene00000527,WBGene00000857,WBGene00000858,WBGene00001174,WBGene00001188,WBGene00001210,WBGene00001324,WBGene00001325,WBGene00001328,WBGene00001687,WBGene00001820,WBGene00001828,WBGene00001958,WBGene00002081,WBGene00002181,WBGene00003029,WBGene00003239,WBGene00003241,WBGene00003243,WBGene00003252,WBGene00003395,WBGene00003397,WBGene00003738,WBGene00004215,WBGene00004287,WBGene00004729,WBGene00004854,WBGene00006543,WBGene00006775,WBGene00006776,WBGene00006805,WBGene00006874,WBGene00006958,WBGene00007944,WBGene00008183,WBGene00010776,WBGene00015146",41,none
GO:0001778,plasma membrane repair,"WBGene00001414,WBGene00002980,WBGene00002981,WBGene00002982,WBGene00018294",5,none
GO:0001820,serotonin secretion,"WBGene00001395,WBGene00006767",2,none
GO:0001836,release of cytochrome c from mitochondria,WBGene00000423,1,none
GO:0001845,phagolysosome assembly,"WBGene00000415,WBGene00004276,WBGene00006833",3,none
GO:0001881,receptor recycling,"WBGene00004273,WBGene00009098",2,none
GO:0001932,regulation of protein phosphorylation,"WBGene00002190,WBGene00003239",2,none
GO:0001933,negative regulation of protein phosphorylation,"WBGene00000536,WBGene00001747,WBGene00002162,WBGene00004027,WBGene00006923",5,none
GO:0001934,positive regulation of protein phosphorylation,"WBGene00000536,WBGene00000865,WBGene00000868,WBGene00002162,WBGene00002238,WBGene00003073,WBGene00003374,WBGene00003970,WBGene00006577,WBGene00006943,WBGene00013591",11,none
GO:0001956,positive regulation of neurotransmitter secretion,"WBGene00002048,WBGene00004831,WBGene00006757,WBGene00006763,WBGene00006768,WBGene00006921",6,none
GO:0001963,"synaptic transmission, dopaminergic","WBGene00001052,WBGene00001053,WBGene00016872,WBGene00020506",4,none
GO:0001966,thigmotaxis,"WBGene00001453,WBGene00001612,WBGene00003175,WBGene00003178,WBGene00003739,WBGene00004944,WBGene00010587,WBGene00021059",8,none
GO:0002009,morphogenesis of an epithelium,"WBGene00000238,WBGene00000961,WBGene00001159,WBGene00001333,WBGene00003006,WBGene00003007,WBGene00003258,WBGene00004203,WBGene00005019,WBGene00005020,WBGene00005021,WBGene00005022,WBGene00005023,WBGene00005024,WBGene00005025,WBGene00005026,WBGene00006961,WBGene00018943,WBGene00044617,WBGene00044631",20,none
GO:0002011,morphogenesis of an epithelial sheet,WBGene00006467,1,none
GO:0002028,regulation of sodium ion transport,WBGene00011760,1,none
GO:0002031,G protein-coupled receptor internalization,WBGene00000195,1,none
GO:0002064,epithelial cell development,"WBGene00001362,WBGene00001364,WBGene00001365,WBGene00001366,WBGene00001368,WBGene00001369,WBGene00002282,WBGene00002827,WBGene00004855,WBGene00017644,WBGene00019030",11,none
GO:0002082,regulation of oxidative phosphorylation,"WBGene00004014,WBGene00004015",2,none
GO:0002092,positive regulation of receptor internalization,WBGene00013317,1,none
GO:0002098,tRNA wobble uridine modification,"WBGene00007581,WBGene00009256,WBGene00009557,WBGene00009769,WBGene00009770,WBGene00009944,WBGene00013332,WBGene00013738,WBGene00014123,WBGene00016128,WBGene00016448,WBGene00017928,WBGene00018357,WBGene00021104,WBGene00022463,WBGene00185048",16,none
GO:0002100,tRNA wobble adenosine to inosine editing,WBGene00010436,1,none
GO:0002101,tRNA wobble cytosine modification,WBGene00018866,1,none
GO:0002115,store-operated calcium entry,"WBGene00015648,WBGene00021910",2,none
GO:0002119,nematode larval development,"WBGene00000037,WBGene00000067,WBGene00000068,WBGene00000069,WBGene00000105,WBGene00000106,WBGene00000149,WBGene00000156,WBGene00000157,WBGene00000229,WBGene00000253,WBGene00000406,WBGene00000410,WBGene00000424,WBGene00000763,WBGene00000812,WBGene00000836,WBGene00000870,WBGene00000890,WBGene00000894,WBGene00000900,WBGene00000911,WBGene00000912,WBGene00000915,WBGene00000923,WBGene00000936,WBGene00000939,WBGene00001028,WBGene00001089,WBGene00001134,WBGene00001145,WBGene00001149,WBGene00001184,WBGene00001186,WBGene00001193,WBGene00001194,WBGene00001196,WBGene00001204,WBGene00001250,WBGene00001263,WBGene00001324,WBGene00001325,WBGene00001330,WBGene00001333,WBGene00001372,WBGene00001377,WBGene00001410,WBGene00001434,WBGene00001597,WBGene00001609,WBGene00001687,WBGene00001824,WBGene00001949,WBGene00001958,WBGene00001983,WBGene00001995,WBGene00001996,WBGene00002001,WBGene00002004,WBGene00002025,WBGene00002065,WBGene00002074,WBGene00002081,WBGene00002147,WBGene00002148,WBGene00002215,WBGene00002239,WBGene00002240,WBGene00002245,WBGene00002246,WBGene00002279,WBGene00002281,WBGene00002282,WBGene00002283,WBGene00002284,WBGene00002299,WBGene00002335,WBGene00002393,WBGene00002583,WBGene00002601,WBGene00002694,WBGene00002717,WBGene00002845,WBGene00002881,WBGene00002989,WBGene00002992,WBGene00002993,WBGene00003001,WBGene00003011,WBGene00003020,WBGene00003030,WBGene00003040,WBGene00003071,WBGene00003087,WBGene00003153,WBGene00003172,WBGene00003218,WBGene00003242,WBGene00003247,WBGene00003369,WBGene00003370,WBGene00003372,WBGene00003377,WBGene00003478,WBGene00003582,WBGene00003730,WBGene00003776,WBGene00003777,WBGene00003791,WBGene00003821,WBGene00003831,WBGene00003877,WBGene00003902,WBGene00003911,WBGene00003970,WBGene00003976,WBGene00004010,WBGene00004011,WBGene00004048,WBGene00004076,WBGene00004121,WBGene00004134,WBGene00004194,WBGene00004195,WBGene00004197,WBGene00004198,WBGene00004201,WBGene00004203,WBGene00004214,WBGene00004259,WBGene00004264,WBGene00004315,WBGene00004335,WBGene00004378,WBGene00004458,WBGene00004699,WBGene00004736,WBGene00004749,WBGene00004788,WBGene00004789,WBGene00004806,WBGene00004855,WBGene00004857,WBGene00004858,WBGene00004859,WBGene00004887,WBGene00004888,WBGene00004895,WBGene00004896,WBGene00004897,WBGene00004945,WBGene00004951,WBGene00006352,WBGene00006437,WBGene00006443,WBGene00006543,WBGene00006589,WBGene00006697,WBGene00006699,WBGene00006700,WBGene00006706,WBGene00006756,WBGene00006768,WBGene00006787,WBGene00006803,WBGene00006805,WBGene00006823,WBGene00006829,WBGene00006831,WBGene00006833,WBGene00006914,WBGene00006915,WBGene00006923,WBGene00006932,WBGene00006940,WBGene00007016,WBGene00007047,WBGene00007135,WBGene00007627,WBGene00007784,WBGene00008132,WBGene00008806,WBGene00009552,WBGene00009650,WBGene00009939,WBGene00010368,WBGene00010425,WBGene00010993,WBGene00011517,WBGene00011559,WBGene00011647,WBGene00012394,WBGene00012435,WBGene00012735,WBGene00012904,WBGene00012929,WBGene00013096,WBGene00013672,WBGene00013688,WBGene00013740,WBGene00015429,WBGene00015943,WBGene00016138,WBGene00016197,WBGene00017162,WBGene00018321,WBGene00019127,WBGene00019362,WBGene00019698,WBGene00020115,WBGene00021929,WBGene00022492,WBGene00022743,WBGene00022781,WBGene00077729",215,none
GO:0002128,tRNA nucleoside ribose methylation,WBGene00011281,1,none
GO:0002130,wobble position ribose methylation,WBGene00011281,1,none
GO:0002143,tRNA wobble position uridine thiolation,"WBGene00007114,WBGene00009256,WBGene00017928,WBGene00018357",4,none
GO:0002161,aminoacyl-tRNA deacylase activity,"WBGene00000196,WBGene00000197,WBGene00002152,WBGene00002153,WBGene00003073,WBGene00004151,WBGene00006935,WBGene00006936",8,none
GO:0002164,larval development,"WBGene00000599,WBGene00004816,WBGene00006620,WBGene00006970,WBGene00011576,WBGene00016602,WBGene00018909,WBGene00019212,WBGene00019712",9,none
